No,Classification,label,notation,easting,northing,lat,long,easting_count,northing_count,coordinate,wiskiID,dateOpened,datum,boreholeDepth,aquifer,dipped,logged,amount_dipped,start_dipped,end_dipped,amount_logged,start_logged,end_logged,CHARACTER,FLOW_MECHA,Elevation,distance,Top aquifer
2870,Slow increasing,Yendacott Manor,a5cae6d4-4dbf-484f-8f30-3ae2d6a20c34,289590,100646,50.794826,-3.567928,1,1,,SS80G020,4/24/2007,71.7,,,,http://environment.data.gov.uk/hydrology/id/measures/a5cae6d4-4dbf-484f-8f30-3ae2d6a20c34-gw-logged-i-subdaily-mAOD-qualified,,,,260039,4/24/2007,2/27/2024,Moderately productive aquifer,Significant intergranular flow,70.95626068,2243.904293,Permian Sandstones
2871,No trend,Cosford,d3e1fabe-3c4b-421b-a6a5-456719badbdb,379765,304205,52.635204,-2.300423,1,1,,0580GW,9/4/1996,87.47,,,http://environment.data.gov.uk/hydrology/id/measures/d3e1fabe-3c4b-421b-a6a5-456719badbdb-gw-dipped-i-mAOD-qualified,,307,9/4/1996,1/11/2024,,,,Highly productive aquifer,Significant intergranular flow,82.84914398,1828.480426,Triassic sandstones
2872,No trend,Old Road,deb39bab-d26e-4fb6-82f6-87265690e23a,494703,197922,51.672092,-0.631891,1,1,,SU99_61,10/8/1991,97.86,19,Chalk,http://environment.data.gov.uk/hydrology/id/measures/deb39bab-d26e-4fb6-82f6-87265690e23a-gw-dipped-i-mAOD-qualified,,675,10/8/1991,2/2/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,96.66347504,24073.13416,Lower Greensand
2873,Slow increasing,Great Wollascott,fc1f5864-170d-4b0c-98ee-faeb709325a1,347755,318205,52.758902,-2.775603,1,1,,2843,4/21/1998,84.87,,,,http://environment.data.gov.uk/hydrology/id/measures/fc1f5864-170d-4b0c-98ee-faeb709325a1-gw-logged-i-subdaily-mAOD-qualified,,,,214396,4/21/1998,3/1/2024,Highly productive aquifer,Significant intergranular flow,84.10521698,3599.642194,Triassic sandstones
2874,No trend,Tollgate Farm,5c349761-9008-4312-b9c7-6b16967ffd81,599741,301449,52.574157,0.946216,1,1,,TF90_004,11/5/1971,52.59,,,http://environment.data.gov.uk/hydrology/id/measures/5c349761-9008-4312-b9c7-6b16967ffd81-gw-dipped-i-mAOD-qualified,,454,11/5/1971,2/5/2020,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,52.57344055,70230.07545,Chalk
2875,Sudden upward change,Home Farm Rushyford,c9a29235-d28f-483b-94fa-e16a0ccad915,427149,527859,54.6451,-1.580814,1,1,,25-3-25,3/26/1970,,,,http://environment.data.gov.uk/hydrology/id/measures/c9a29235-d28f-483b-94fa-e16a0ccad915-gw-dipped-i-mAOD-qualified,,552,3/26/1970,1/18/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,108.3017426,3646.469288,Magnesian Limestone
2876,No trend,Stanton Hill,09f4fe18-9e44-408e-b8cf-90bc3fa0da43,447965,360215,53.136928,-1.284474,1,1,,1765GW,1/23/1973,176.31,,,http://environment.data.gov.uk/hydrology/id/measures/09f4fe18-9e44-408e-b8cf-90bc3fa0da43-gw-dipped-i-mAOD-qualified,,941,1/23/1973,1/8/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,173.0986023,1338.426516,Carboniferous Limestones
2877,Slow decreasing,Lower Pond Street,3ad1ec01-9ec3-49d7-8f5b-69709c722d92,545965,237903,52.020345,0.125819,1,1,,TL43_058,1/26/1981,90.13,,,http://environment.data.gov.uk/hydrology/id/measures/3ad1ec01-9ec3-49d7-8f5b-69709c722d92-gw-dipped-i-mAOD-qualified,,484,1/26/1981,1/4/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,89.02474976,54925.82838,Lower Greensand
2878,No trend,College Farm Duxford,d0421406-5232-4932-9210-85deac2e32d6,546235,244708,52.081412,0.13266,1,1,,TL44_282,9/26/1993,43.5,,,http://environment.data.gov.uk/hydrology/id/measures/d0421406-5232-4932-9210-85deac2e32d6-gw-dipped-i-mAOD-qualified,,336,9/26/1993,1/4/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,46.28495026,53463.45876,Chalk
2879,Slow decreasing,Ballingdon Farm,4973fc1c-66a3-4d5d-9052-2200397e55d0,503850,214040,51.815345,-0.494857,1,1,,TL01_103,1/9/1975,160.07,60.96,Chalk,http://environment.data.gov.uk/hydrology/id/measures/4973fc1c-66a3-4d5d-9052-2200397e55d0-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/4973fc1c-66a3-4d5d-9052-2200397e55d0-gw-logged-i-subdaily-mAOD-qualified,515,1/9/1975,9/6/2022,34187,3/19/2020,2/12/2024,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,158.6051941,26036.67737,Chalk
2880,,Mantles Farm,558934a7-4ae2-4f7c-a5fd-0e1823c88d96,581500,154690,51.262466,0.600034,1,1,,443121001,9/8/1981,56.2,,,http://environment.data.gov.uk/hydrology/id/measures/558934a7-4ae2-4f7c-a5fd-0e1823c88d96-gw-dipped-i-mAOD-qualified,,255,9/8/1981,12/4/2023,,,,Highly productive aquifer,Significant intergranular flow,56.31967926,14968.98461,Lower Greensand
2881,Slow increasing,Brinkley Road,9f561534-177e-46c9-bc24-2e003da04264,562216,253766,52.158331,0.369986,1,1,,TL65_008,1/2/1969,111.84,,,http://environment.data.gov.uk/hydrology/id/measures/9f561534-177e-46c9-bc24-2e003da04264-gw-dipped-i-mAOD-qualified,,630,1/2/1969,1/8/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,111.9024963,57290.65373,Chalk
2882,Slow decreasing,Heath Plantation,8698a495-104e-4a4c-9436-2f09d84bbb48,585497,307313,52.631853,0.739569,1,1,,TF80_149,2/10/1983,52.66,,,http://environment.data.gov.uk/hydrology/id/measures/8698a495-104e-4a4c-9436-2f09d84bbb48-gw-dipped-i-mAOD-qualified,,448,2/10/1983,1/3/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,50.71347427,55928.07231,Chalk
2883,No trend,Church Street,5dd71f5b-8766-49c5-bbd1-b876473c93b3,600875,262855,52.227238,0.939788,1,1,,TM06_288,7/4/1966,42.6,,,http://environment.data.gov.uk/hydrology/id/measures/5dd71f5b-8766-49c5-bbd1-b876473c93b3-gw-dipped-i-mAOD-qualified,,640,7/4/1966,1/16/2024,,,,Moderately productive aquifer,Significant intergranular flow,41.77996063,82883.55815,Crag
2884,Slow increasing,Churncote,1b9d441e-7bc5-4335-9167-7adc64b583a9,344205,313525,52.71648,-2.827405,1,1,,26054,4/22/1994,79.75,,,,http://environment.data.gov.uk/hydrology/id/measures/1b9d441e-7bc5-4335-9167-7adc64b583a9-gw-logged-i-subdaily-mAOD-qualified,,,,243641,4/22/1994,11/25/2021,Highly productive aquifer,Significant intergranular flow,79.15893555,1444.629681,Permian Sandstones
2885,No trend,Shropham,8e6a5877-a8e8-40bb-b25d-1c2990d303be,597318,293441,52.503143,0.905755,1,1,,TL99_025,6/1/1977,39.19,,,http://environment.data.gov.uk/hydrology/id/measures/8e6a5877-a8e8-40bb-b25d-1c2990d303be-gw-dipped-i-mAOD-qualified,,479,6/1/1977,11/9/2020,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,38.8288269,68717.37641,Chalk
2886,No trend,Stockers Farm,d5d0426b-7090-44a3-8ab1-efe9a2d217fc,312812,99233,50.786086,-3.238197,1,1,,SY19G066,9/14/2006,79.56,,,,http://environment.data.gov.uk/hydrology/id/measures/d5d0426b-7090-44a3-8ab1-efe9a2d217fc-gw-logged-i-subdaily-mAOD-qualified,,,,318533,9/14/2006,2/27/2024,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,78.43438721,4974.053656,Triassic sandstones
2887,,Lechlade,8e336e61-2247-40d7-9e6b-13457e4861a6,421425,200535,51.703145,-1.69136,1,1,,SP20_28B,1/5/2018,78.65,82,Great Oolite,http://environment.data.gov.uk/hydrology/id/measures/8e336e61-2247-40d7-9e6b-13457e4861a6-gw-dipped-i-mAOD-qualified,,543,3/29/1975,1/22/2024,,,,Rocks with essentially no groundwater,,78.83849335,3818.581495,Oolites
2888,Slow decreasing,Roudham Hall,b117dd69-3236-4e8f-9b3c-95e00a74108f,596271,287112,52.446695,0.886627,1,1,,TL98_022,6/1/1977,25.65,,,http://environment.data.gov.uk/hydrology/id/measures/b117dd69-3236-4e8f-9b3c-95e00a74108f-gw-dipped-i-mAOD-qualified,,519,6/1/1977,9/2/2021,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,24.90667915,69065.00337,Chalk
2889,,Eccleston,c35833b0-8f0d-468e-8ed2-09401abcb7fc,351775,417485,53.651616,-2.731077,2,1,,SD51_74,6/14/1972,,,,http://environment.data.gov.uk/hydrology/id/measures/c35833b0-8f0d-468e-8ed2-09401abcb7fc-gw-dipped-i-mAOD-qualified,,212,6/14/1972,9/5/2023,,,,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,22.69157028,1271.708825,Triassic sandstones
2890,,Bopeep,dcbac7c8-44c5-452d-a9ef-d22f87f1bda5,549259,104970,50.825034,0.117832,1,1,,341511431,1/8/2003,167.11,125.3,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/dcbac7c8-44c5-452d-a9ef-d22f87f1bda5-gw-dipped-i-mAOD-qualified,,237,1/8/2003,1/26/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,166.8918304,7441.578276,Lower Greensand
2891,Slow increasing,Via Gellia,e544d7fd-dfb0-4230-8f92-1c80b6db6190,426175,356435,53.104461,-1.610483,1,1,,1419GW,1/7/1976,0,,,,http://environment.data.gov.uk/hydrology/id/measures/e544d7fd-dfb0-4230-8f92-1c80b6db6190-gw-logged-i-subdaily-mAOD-qualified,,,,111072,1/7/1976,3/1/2024,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,181.4472961,2231.694996,Carboniferous Limestones
2892,Slow increasing,Chappel Viaduct,dd77569a-2622-4850-adee-6fc985b48be5,589635,228235,51.92033,0.756203,1,2,,TL82_980,7/2/1978,21.56,,,http://environment.data.gov.uk/hydrology/id/measures/dd77569a-2622-4850-adee-6fc985b48be5-gw-dipped-i-mAOD-qualified,,1052,7/2/1978,1/16/2024,,,,Rocks with essentially no groundwater,,21.42133522,59548.44128,Chalk
2893,No trend,Withington,ea1f0731-3190-4941-a2b9-7652c356b7c5,358055,312875,52.711891,-2.622305,1,1,,0582GW,9/5/1996,52.9,,,http://environment.data.gov.uk/hydrology/id/measures/ea1f0731-3190-4941-a2b9-7652c356b7c5-gw-dipped-i-mAOD-qualified,,322,9/5/1996,1/25/2024,,,,Highly productive aquifer,Significant intergranular flow,53.29295731,1867.903433,Permian Sandstones
2894,,Bedingfield Road,96952d2f-0d5a-4008-aab9-0fae1b644c4f,616512,267442,52.262494,1.171315,1,1,,WAVOBS16,6/20/1990,63.43,67.6,,http://environment.data.gov.uk/hydrology/id/measures/96952d2f-0d5a-4008-aab9-0fae1b644c4f-gw-dipped-i-mAOD-qualified,,369,6/20/1990,1/16/2024,,,,Moderately productive aquifer,Significant intergranular flow,62.97804642,94740.41781,Crag
2895,Slow decreasing,Grinshill,07a00871-102f-4ba8-81f1-2e7944dca5e3,352085,322955,52.802001,-2.712144,1,1,,5005,4/27/1999,81.71,,,,http://environment.data.gov.uk/hydrology/id/measures/07a00871-102f-4ba8-81f1-2e7944dca5e3-gw-logged-i-subdaily-mAOD-qualified,,,,213386,4/27/1999,3/1/2024,Highly productive aquifer,Significant intergranular flow,82.00376892,639.3396173,Triassic sandstones
2896,,Oughtrington Lane,9d469dd1-fcdc-4df2-b42a-f39039235dca,369605,387325,53.38188,-2.458397,1,1,,SJ68_54,5/10/1968,29.73,,,http://environment.data.gov.uk/hydrology/id/measures/9d469dd1-fcdc-4df2-b42a-f39039235dca-gw-dipped-i-mAOD-qualified,,476,5/10/1968,6/2/2021,,,,Highly productive aquifer,Significant intergranular flow,30.10542107,507.9421259,Triassic sandstones
2897,No trend,Badlingham,7eb58543-8e4c-4a0c-b125-8aa7da1511d4,567282,270541,52.307495,0.452266,1,1,,TL67_117,1/3/1985,17.51,,,http://environment.data.gov.uk/hydrology/id/measures/7eb58543-8e4c-4a0c-b125-8aa7da1511d4-gw-dipped-i-mAOD-qualified,,442,1/3/1985,1/5/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,16.0115242,51173.1117,Chalk
2898,,Richard Fairclough House,a677d56d-6a78-4c70-b484-47223885e4b2,361990,387320,53.38134,-2.57287,1,1,,SJ68_87,1/14/1991,9.64,,,,http://environment.data.gov.uk/hydrology/id/measures/a677d56d-6a78-4c70-b484-47223885e4b2-gw-logged-i-subdaily-mAOD-qualified,,,,175639,1/14/1991,9/18/2023,Highly productive aquifer,Significant intergranular flow,9.188910484,2055.728583,Triassic sandstones
2899,,Riverhead,62ff7df7-6c26-44dc-b8ef-0123689ff5b3,550649,156385,51.286679,0.158937,1,1,,441340001,1/7/1965,79.42,,,http://environment.data.gov.uk/hydrology/id/measures/62ff7df7-6c26-44dc-b8ef-0123689ff5b3-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/62ff7df7-6c26-44dc-b8ef-0123689ff5b3-gw-logged-i-subdaily-mAOD-qualified,799,1/7/1965,5/5/2023,650970,5/18/2005,12/11/2023,Highly productive aquifer,Significant intergranular flow,75.82741547,9478.572752,Lower Greensand
2900,,Leziate Drove Grimston,fc0c72da-94d3-4417-8264-510993d66b5a,569732,321014,52.760056,0.513934,1,1,,TF62_037,8/7/1992,10.87,,,http://environment.data.gov.uk/hydrology/id/measures/fc0c72da-94d3-4417-8264-510993d66b5a-gw-dipped-i-mAOD-qualified,,302,8/7/1992,2/4/2020,,,,Moderately productive aquifer,Significant intergranular flow,10.59585953,43135.51201,Lower Greensand
2901,,Rauceby Station,23b1d6d0-9f64-4372-9837-f4bd0bc5eb35,503595,344265,52.985709,-0.458294,1,1,,2_517,6/29/1983,19.44,32,Lincolnshire Limestone,http://environment.data.gov.uk/hydrology/id/measures/23b1d6d0-9f64-4372-9837-f4bd0bc5eb35-gw-dipped-i-mAOD-qualified,,449,6/29/1983,12/4/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,20.29034424,6267.917412,Oolites
2902,,Lund Wold House,116a291f-930d-4751-bd4c-cc2fcfd398c2,494776,448078,53.920167,-0.558367,1,1,,SE94LWH0CC,5/20/1980,69.99,,CC,http://environment.data.gov.uk/hydrology/id/measures/116a291f-930d-4751-bd4c-cc2fcfd398c2-gw-dipped-i-mAOD-qualified,,462,5/20/1980,5/19/2022,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,70.00681305,8756.796813,Chalk
2903,,Carr Lane Winterton,78674487-c30a-426d-b11d-2c22bc883c5c,494765,418735,53.656519,-0.567544,1,1,,1_633,4/2/2006,3.69,33,Lincolnshire Limestone,,http://environment.data.gov.uk/hydrology/id/measures/78674487-c30a-426d-b11d-2c22bc883c5c-gw-logged-i-subdaily-mAOD-qualified,,,,561210,4/2/2006,11/9/2023,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,3.721640587,3154.392565,Oolites
2904,Slow increasing,Bushy Ruff,5ccd9171-b085-428a-8130-126c036c92f3,627940,143540,51.14571,1.257537,1,3,,644014055,5/19/1995,35.36,,,,http://environment.data.gov.uk/hydrology/id/measures/5ccd9171-b085-428a-8130-126c036c92f3-gw-logged-i-subdaily-mAOD-qualified,,,,244338,5/19/1995,6/28/2023,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,34.925354,36107.7554,Chalk
2905,No trend,Offley Hill,2388e170-7cf7-4b00-9ca4-59f42ef87a37,515161,227573,51.934753,-0.326332,1,1,,TL12_107,9/24/1980,102.29,,,http://environment.data.gov.uk/hydrology/id/measures/2388e170-7cf7-4b00-9ca4-59f42ef87a37-gw-dipped-i-mAOD-qualified,,452,9/24/1980,1/9/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,101.6992493,30192.88701,Chalk
2906,Slow decreasing,Hatchet Plantation,08b89196-01ab-47f4-93e9-24ede5d636b2,596054,283838,52.417377,0.881519,1,1,,TL98_154,3/18/1983,27.45,,,,http://environment.data.gov.uk/hydrology/id/measures/08b89196-01ab-47f4-93e9-24ede5d636b2-gw-logged-i-subdaily-mAOD-qualified,,,,30846,3/18/1983,8/10/2021,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,26.35843658,69785.99109,Chalk
2907,,Tattershall 2,2a59c22e-b852-40fb-9e78-64fb8cabd206,522435,359805,53.121359,-0.171897,1,1,,8_811,1/15/1997,11.58,,Superficial Sands and Gravels,http://environment.data.gov.uk/hydrology/id/measures/2a59c22e-b852-40fb-9e78-64fb8cabd206-gw-dipped-i-mAOD-qualified,,372,1/15/1997,1/5/2024,,,,Rocks with essentially no groundwater,,11.44347,14061.03328,Oolites
2908,No trend,Wades Hall,19fe2c44-dd76-4f55-9919-2914ed21f0ce,550808,227993,51.930018,0.191993,1,1,,TL52_2,5/5/1982,96.22,32.5,Chalk,http://environment.data.gov.uk/hydrology/id/measures/19fe2c44-dd76-4f55-9919-2914ed21f0ce-gw-dipped-i-mAOD-qualified,,406,5/5/1982,11/10/2023,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,96.20039368,44811.77117,Lower Greensand
2909,No trend,Bings Heath,6b1908b0-cc96-4d44-ae48-926b02696db0,354345,318655,52.763546,-2.678023,1,1,,5000MI,4/29/1999,,,,,http://environment.data.gov.uk/hydrology/id/measures/6b1908b0-cc96-4d44-ae48-926b02696db0-gw-logged-i-subdaily-mAOD-qualified,,,,211394,4/29/1999,2/29/2024,Highly productive aquifer,Significant intergranular flow,69.53405762,623.8303727,Permian Sandstones
2910,No trend,Little Willingford,f8f13365-4a6e-4628-bfb8-4583a9386a2f,565597,122641,50.979365,0.357609,1,1,,546521003,3/19/1973,50.63,,,http://environment.data.gov.uk/hydrology/id/measures/f8f13365-4a6e-4628-bfb8-4583a9386a2f-gw-dipped-i-mAOD-qualified,,318,3/19/1973,12/8/2023,,,,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,50.8983078,897.6109475,Corallian Limestones
2911,Slow decreasing,Welton le Wold,7e8aba72-e78c-4698-aa3c-f9d304ed5522,525655,386005,53.35599,-0.113485,1,1,,6_044,3/31/1976,139.6,,Lincolnshire Chalk,http://environment.data.gov.uk/hydrology/id/measures/7e8aba72-e78c-4698-aa3c-f9d304ed5522-gw-dipped-i-mAOD-qualified,,501,3/31/1976,1/8/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,139.6487122,13849.17047,Lower Greensand
2912,Sudden downward change,Paddock Bridge,71d9c731-a3ef-46d7-93a7-10b8b88efae2,333905,332925,52.889687,-2.983789,1,1,,0296GW,11/12/1975,91.77,,,http://environment.data.gov.uk/hydrology/id/measures/71d9c731-a3ef-46d7-93a7-10b8b88efae2-gw-dipped-i-mAOD-qualified,,489,11/12/1975,8/21/2020,,,,Highly productive aquifer,Significant intergranular flow,91.19869995,6594.988535,Triassic sandstones
2913,Slow increasing,Woodside Vernham Dean,76d4070a-b731-42a5-88d0-b27924995f1e,433155,156455,51.306249,-1.525755,1,1,,141802165,3/15/1959,135.15,43.3,Chalk Group (undivided),http://environment.data.gov.uk/hydrology/id/measures/76d4070a-b731-42a5-88d0-b27924995f1e-gw-dipped-i-mAOD-qualified,,711,3/15/1959,1/23/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,135.0944214,36042.35463,Chalk
2914,No trend,Nurton Hill Farm,ca8fc969-36dc-4868-99ee-1677a68930f2,383185,299745,52.595227,-2.249661,1,1,,0284GW,8/15/1973,146.02,,,http://environment.data.gov.uk/hydrology/id/measures/ca8fc969-36dc-4868-99ee-1677a68930f2-gw-dipped-i-mAOD-qualified,,658,8/15/1973,1/26/2024,,,,Highly productive aquifer,Significant intergranular flow,147.8894501,806.7214623,Triassic sandstones
2915,No trend,Swayfield,a349310e-c8f8-431a-8b08-0cce6b4943a0,499825,323385,52.79879,-0.520832,2,1,,3_306,12/2/1975,54.16,15,Lincolnshire Limestone,http://environment.data.gov.uk/hydrology/id/measures/a349310e-c8f8-431a-8b08-0cce6b4943a0-gw-dipped-i-mAOD-qualified,,584,12/2/1975,1/3/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,54.84103394,3079.554009,Oolites
2916,No trend,Bugmore Hill,9921aab6-20a5-474b-9df8-bcde08c86ce2,459655,138855,51.145855,-1.148559,1,1,,142203598,10/19/1973,108.52,41.8,Newhaven Chalk Member,http://environment.data.gov.uk/hydrology/id/measures/9921aab6-20a5-474b-9df8-bcde08c86ce2-gw-dipped-i-mAOD-qualified,,729,10/19/1973,1/31/2024,,,,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,111.2533875,40331.10892,Chalk
2917,No trend,Whiteways Farm,9bff2b22-8c02-4b8c-992c-e2d09d2707d5,487585,147725,51.222007,-0.747205,1,1,,SU84_17,9/2/1993,77.56,100,Lower Greensand,http://environment.data.gov.uk/hydrology/id/measures/9bff2b22-8c02-4b8c-992c-e2d09d2707d5-gw-dipped-i-mAOD-qualified,,131,9/2/1993,10/19/2023,,,,Moderately productive aquifer,Significant intergranular flow,78.03973389,12891.89036,Chalk
2918,No trend,Bridge Camp Site,d3d79a4f-e4e5-42cf-95b9-a3ba0cda1a6e,421245,199115,51.690385,-1.69405,1,1,,TW05_1,5/13/2004,72.72,,Pleistocene Sands and Gravels,http://environment.data.gov.uk/hydrology/id/measures/d3d79a4f-e4e5-42cf-95b9-a3ba0cda1a6e-gw-dipped-i-mAOD-qualified,,220,5/13/2004,1/18/2024,,,,Rocks with essentially no groundwater,,72.79414368,4280.700439,Oolites
2919,No trend,Valley Farm Helhoughton,602d7066-7188-4967-aea0-973716521712,586637,327012,52.808342,0.767574,1,1,,TF82_676,9/29/1952,45.07,,,,http://environment.data.gov.uk/hydrology/id/measures/602d7066-7188-4967-aea0-973716521712-gw-logged-i-subdaily-mAOD-qualified,,,,127368,9/29/1952,9/15/2023,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,45.20183563,61065.2638,Chalk
