No,label,dipped,logged,easting,northing,lat,long,Revised aquifers,CHARACTER,FLOW_MECHA,Elevation of station,state,data amount,mean_depth,max_depth,min_depth,first year,last year,total year,cover year,classification,ts_slope (cm/year),pw_R2,windows,start year,end year,regions,5km circle,Irrigation intensity,LTA_PR
3342,Barmby Drift,http://environment.data.gov.uk/hydrology/id/measures/ffefdcfe-4c79-439b-aa31-64cccb5fa891_SE72BBT0RD-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ffefdcfe-4c79-439b-aa31-64cccb5fa891_SE72BBT0RD-gw-logged-i-subdaily-mAOD-qualified,470396,429960,53.761235,-0.933651,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.570117235,same coordinate,10664,1.160452596,2.109033902,0.407117235,10/1/1988,10/1/2022 0:00,35,35,,,,,,,,,,
3343,Barmby,http://environment.data.gov.uk/hydrology/id/measures/ffefdcfe-4c79-439b-aa31-64cccb5fa891_SE72BBT0SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ffefdcfe-4c79-439b-aa31-64cccb5fa891_SE72BBT0SS-gw-logged-i-subdaily-mAOD-qualified,470396,429960,53.761235,-0.933651,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.570117235,same coordinate,6812,4.501888667,7.177450568,1.904533902,10/1/1988,10/1/2022 0:00,35,32,,,,,,,,,,
3344,Green Hammerton D,http://environment.data.gov.uk/hydrology/id/measures/0d243292-f20b-4c82-b46e-953e2cef9d50_SE45GHM0RD-gw-dipped-i-mAOD-qualified,,446203,457372,54.010292,-1.296468,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,19.90948868,same coordinate,253,1.589725834,2.30948868,0.84948868,10/1/1988,10/1/2011 0:00,24,24,,,,,,,,,,
3345,Green Hammerton S,http://environment.data.gov.uk/hydrology/id/measures/0d243292-f20b-4c82-b46e-953e2cef9d50_SE45GHM0SS-gw-dipped-i-mAOD-qualified,,446203,457372,54.010292,-1.296468,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,19.90948868,same coordinate,313,2.064504654,2.98948868,1.05948868,10/1/1985,10/1/2011 0:00,27,27,,,,,,,,,,
3346,Eastfield A,,http://environment.data.gov.uk/hydrology/id/measures/42744aaa-4f38-4248-b2b5-0e11a3595591_5560GW-gw-logged-i-subdaily-mAOD-qualified,359825,223147,51.905397,-2.585365,Unallocated to aquifers,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,60.50167847,same coordinate,4648,13.62402373,18.78767847,7.170470137,10/1/2003,10/1/2019 0:00,17,17,,,,,,,,,,
3347,Eastfield B,,http://environment.data.gov.uk/hydrology/id/measures/42744aaa-4f38-4248-b2b5-0e11a3595591_5561GW-gw-logged-i-subdaily-mAOD-qualified,359825,223147,51.905397,-2.585365,Unallocated to aquifers,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,60.50167847,same coordinate,4283,13.87785235,17.02705347,7.739699303,10/1/2004,10/1/2019 0:00,16,16,,,,,,,,,,
3348,Hempholme,http://environment.data.gov.uk/hydrology/id/measures/5dec7605-d73e-457a-9176-d8c952a0dbc9_TA04HHM0CC-gw-dipped-i-mAOD-qualified,,509486,449441,53.929516,-0.333994,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,1.472304702,qualified,305,0.069052243,0.672304702,-1.637695298,10/1/1996,10/1/2023,28,28,No trend,-1.437759952,0.609566425,11,10/1/1996,10/1/2006,North East,54.38268267,51,0.329294297
3349,Hempholme Drift,http://environment.data.gov.uk/hydrology/id/measures/5dec7605-d73e-457a-9176-d8c952a0dbc9_TA04HHM0RD-gw-dipped-i-mAOD-qualified,,509498,449458,53.929666,-0.333805,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,1.511445284,qualified,310,0.942735607,1.811445284,0.101445284,10/1/1996,10/1/2023,28,28,No trend,0.194602273,0.003669948,24,10/1/1998,10/1/2021,North East,54.35981915,51,0.329294297
3350,Carlton Lake Bottom,http://environment.data.gov.uk/hydrology/id/measures/e3680d4a-e079-4e7d-95f2-3d9075d262ea_SE62CLO1SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e3680d4a-e079-4e7d-95f2-3d9075d262ea_SE62CLO1SS-gw-logged-i-subdaily-mAOD-qualified,465059,423089,53.70018,-1.016035,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.422452927,same coordinate,9902,14.85508922,16.20291126,12.86245293,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3351,Carlton Lake Top,http://environment.data.gov.uk/hydrology/id/measures/e3680d4a-e079-4e7d-95f2-3d9075d262ea_SE62CLO2SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e3680d4a-e079-4e7d-95f2-3d9075d262ea_SE62CLO2SS-gw-logged-i-subdaily-mAOD-qualified,465059,423089,53.70018,-1.016035,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.422452927,same coordinate,8661,14.68138511,16.06128626,12.48245293,10/1/1994,10/1/2023 0:00,30,29,,,,,,,,,,
3352,Heck Ings Drift,http://environment.data.gov.uk/hydrology/id/measures/9c7593b2-ea55-4e20-9add-2817f1dac74c_SE62HIJ0RD-gw-dipped-i-mAOD-qualified,,460789,422926,53.699229,-1.080735,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,4.471269608,same coordinate,351,1.990255363,3.551269608,0.731269608,10/1/1991,10/1/2023 0:00,33,32,,,,,,,,,,
3353,Heck Ings Lane,http://environment.data.gov.uk/hydrology/id/measures/9c7593b2-ea55-4e20-9add-2817f1dac74c_SE62HIJ0SS-gw-dipped-i-mAOD-qualified,,460789,422926,53.699229,-1.080735,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,4.471269608,same coordinate,449,6.238730632,8.121269608,3.211269608,10/1/1980,10/1/2023 0:00,44,43,,,,,,,,,,
3354,Flawith Goose Bottom,http://environment.data.gov.uk/hydrology/id/measures/c0a50aa2-551b-4c83-ad6a-174148c83919_SE46FGL2SS-gw-dipped-i-mAOD-qualified,,448501,464799,54.076826,-1.260222,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,22.51623344,same coordinate,328,10.22112064,11.08023344,9.54623344,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3355,Flawith Goose Top,http://environment.data.gov.uk/hydrology/id/measures/c0a50aa2-551b-4c83-ad6a-174148c83919_SE46FGL1SS-gw-dipped-i-mAOD-qualified,,448501,464799,54.076826,-1.260222,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,22.51623344,same coordinate,326,10.23950645,10.93623344,9.55623344,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3356,Weeford Flats Deep,http://environment.data.gov.uk/hydrology/id/measures/7b841dd8-1745-4d34-8c30-242c531c12b2_1232GW-gw-dipped-i-mAOD-qualified,,414465,304645,52.639351,-1.78767,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,95.43954468,qualified,374,5.111442659,6.78454468,3.38954468,10/1/1993,10/1/2022,30,30,No trend,-0.261111111,0.005363842,25,10/1/1997,10/1/2021,Midlands,365.2967464,501,0.51528829
3357,Weeford Flats Shallow,http://environment.data.gov.uk/hydrology/id/measures/7b841dd8-1745-4d34-8c30-242c531c12b2_1200GW-gw-dipped-i-mAOD-qualified,,414375,304615,52.639083,-1.789001,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,97.73474121,qualified,1246,7.65015052,9.38474121,5.98474121,10/1/1966,10/1/2022,57,50,No trend,1.36375,0.140832565,57,10/1/1966,10/1/2022,Midlands,367.8224026,501,0.51528829
3358,Earl Soham,http://environment.data.gov.uk/hydrology/id/measures/5dd5f448-b5c5-4e33-a8e1-fb9dcfb4a8f3_TM26_3236-gw-dipped-i-mAOD-qualified,,623259,262717,52.217389,1.266894,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,26.64113235,qualified,376,0.122089797,5.02113235,-1.31886765,10/1/1984,10/1/2023,40,36,No trend,1.910861865,0.200877462,34,10/1/1985,10/1/2018,Anglian,58.95642724,2501,0.111097563
3359,Prestbury Deep,,http://environment.data.gov.uk/hydrology/id/measures/a7643886-b1b8-4710-beac-c746b17ecadc_SJ97_139-gw-logged-i-subdaily-mAOD-qualified,391096,377495,53.294326,-2.135036,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,124.418251,qualified,6150,28.33341319,29.448751,26.27641767,10/1/2004,10/1/2023,20,20,Slow increasing,-9.583554407,0.835795155,12,10/1/2009,10/1/2020,North West,712.881986,101,1.095433484
3360,Prestbury Shallow,,http://environment.data.gov.uk/hydrology/id/measures/a7643886-b1b8-4710-beac-c746b17ecadc_SJ97_140-gw-logged-i-subdaily-mAOD-qualified,391096,377494,53.294317,-2.135036,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,124.418251,qualified,6179,8.355313714,9.071084333,7.112417667,10/1/2004,10/1/2023,20,20,No trend,1.584884839,0.091673495,20,10/1/2004,10/1/2023,North West,713.0517624,101,1.095433484
3361,Sittingbourne,http://environment.data.gov.uk/hydrology/id/measures/b2dba185-eeab-4519-905c-59d72519f734_642224002-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b2dba185-eeab-4519-905c-59d72519f734_642224002-gw-logged-i-subdaily-mAOD-qualified,591287,164798,51.350053,0.745557,Chalk,Moderately productive aquifer,Significant intergranular flow,2.43599987,qualified,4295,0.240718416,0.80071862,-0.320020963,10/1/2010,10/1/2023,14,14,No trend,0.669562938,0.008029959,1,10/1/2011,10/1/2011,Southern,758.91207,251,0.205887546
3362,Exminster Marshes 5,,http://environment.data.gov.uk/hydrology/id/measures/fe452970-6db7-4d83-ac94-a214bbd33d8c_SX98G515-gw-logged-i-subdaily-mAOD-qualified,295929,87530,50.678093,-3.474311,Permian Sandstone,Moderately productive aquifer,Significant intergranular flow,0.69299227,negative groundwater depth,7632,-0.011928919,0.460075603,-0.501486897,10/1/2001,10/1/2022 0:00,22,22,,,,,,,,,,
3363,Exminster Marshes 5A,,http://environment.data.gov.uk/hydrology/id/measures/fe452970-6db7-4d83-ac94-a214bbd33d8c_SX98G516-gw-logged-i-subdaily-mAOD-qualified,295930,87529,50.678084,-3.474297,Permian Sandstone,Moderately productive aquifer,Significant intergranular flow,0.517367184,negative groundwater depth,7218,-0.014567856,0.421950517,-0.461278649,10/1/2001,10/1/2022 0:00,22,22,,,,,,,,,,
3364,Hopton Corner 25,http://environment.data.gov.uk/hydrology/id/measures/073c0e98-1d02-4ece-9ed0-b7ddc026f8f2_2090GW-gw-dipped-i-mAOD-qualified,,360085,326905,52.83816,-2.593974,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,92.26164246,same coordinate,497,19.15941577,21.88164246,17.25164246,10/1/1981,10/1/2022 0:00,42,40,,,,,,,,,,
3365,Hopton Corner 85,http://environment.data.gov.uk/hydrology/id/measures/073c0e98-1d02-4ece-9ed0-b7ddc026f8f2_2092GW-gw-dipped-i-mAOD-qualified,,360085,326905,52.83816,-2.593974,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,92.26164246,same coordinate,503,19.5528585,22.47164246,17.29164246,10/1/1981,10/1/2022 0:00,42,41,,,,,,,,,,
3366,Hopton Corner 60,http://environment.data.gov.uk/hydrology/id/measures/073c0e98-1d02-4ece-9ed0-b7ddc026f8f2_2091GW-gw-dipped-i-mAOD-qualified,,360085,326905,52.83816,-2.593974,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,92.26164246,same coordinate,501,19.52316275,22.36164246,17.67164246,10/1/1981,10/1/2022 0:00,42,41,,,,,,,,,,
3367,Beelsby,http://environment.data.gov.uk/hydrology/id/measures/b47fa8d5-1aaa-4dc7-9c56-eee8b56d5b20_5_037-gw-dipped-i-mAOD-qualified,,520185,402325,53.503879,-0.189405,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,81.17015839,qualified,503,57.44805103,64.23015839,47.00015839,10/1/1977,10/1/2023,47,42,Slow decreasing,2.527777778,0.111457773,10,10/1/1980,10/1/1989,Anglian,91.69227097,1001,0.584383639
3368,Moss Hill Lane Sandstone,http://environment.data.gov.uk/hydrology/id/measures/16fe3318-b208-4556-9b03-33fd80cff7f6_SE45MHL0SS-gw-dipped-i-mAOD-qualified,,446945,458945,54.024361,-1.284904,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,15.46276951,same coordinate,501,1.776621805,2.38276951,0.88276951,10/1/1981,10/1/2023 0:00,43,43,,,,,,,,,,
3369,Moss Hill Lane,,http://environment.data.gov.uk/hydrology/id/measures/16fe3318-b208-4556-9b03-33fd80cff7f6_SE45MHL0RD-gw-logged-i-subdaily-mAOD-qualified,446945,458945,54.024361,-1.284904,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,15.46276951,same coordinate,11852,1.307554625,2.797852843,0.19776951,10/1/1989,10/1/2023 0:00,35,35,,,,,,,,,,
3370,Fourways Quarry,,http://environment.data.gov.uk/hydrology/id/measures/80fd1b5a-4c99-469f-8246-1e05c9104683_SJ56_90A-gw-logged-i-subdaily-mAOD-qualified,357450,368100,53.208241,-2.638534,Triassic Sandstone,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,75.84624481,qualified,4105,3.13049771,4.07624481,2.392911477,10/1/1997,10/1/2017,21,21,Slow decreasing,2.489352569,0.157790151,9,10/1/2007,10/1/2015,North West,158.7698649,1,0.800556454
3371,Fourways Quarry 2,,http://environment.data.gov.uk/hydrology/id/measures/80fd1b5a-4c99-469f-8246-1e05c9104683_SJ56_90B-gw-logged-i-subdaily-mAOD-qualified,357370,368270,53.209763,-2.639755,Triassic Sandstone,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,75.14110565,qualified,5052,3.32891334,4.12110565,2.79110565,10/1/1998,10/1/2022,25,24,No trend,-0.239168231,0.10953004,1,10/1/2018,10/1/2018,North West,160.9332667,1,0.800556454
3372,Ropsley,http://environment.data.gov.uk/hydrology/id/measures/23316cc6-5797-4b8e-b065-0e161b67e398_3_301-gw-dipped-i-mAOD-qualified,,500045,333785,52.892207,-0.514384,Oolites,Moderately productive aquifer,Flow is virtually all through fractures and other discontinuities,69.67005157,qualified,440,17.22868793,27.52005157,6.05005157,10/1/1976,10/1/2023,48,32,No trend,-0.801051902,0.102651058,2,10/1/2001,10/1/2002,Anglian,46.75532264,101,0.3631523
3373,Airmyn Sandstone,http://environment.data.gov.uk/hydrology/id/measures/5db063d3-149d-44e4-ac94-6a84b7a7cca6_SE72AMY0SS-gw-dipped-i-mAOD-qualified,,471139,425086,53.717334,-0.923502,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.689342022,same coordinate,300,4.445092022,5.589342022,2.529342022,10/1/1988,10/1/2023 0:00,36,28,,,,,,,,,,
3374,Airmyn Drift,http://environment.data.gov.uk/hydrology/id/measures/5db063d3-149d-44e4-ac94-6a84b7a7cca6_SE72AMD00RD-gw-dipped-i-mAOD-qualified,,471139,425086,53.717334,-0.923502,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.689342022,same coordinate,225,2.858386466,3.229342022,1.729342022,10/1/1988,10/1/2023 0:00,36,29,,,,,,,,,,
3375,Amwell 2,http://environment.data.gov.uk/hydrology/id/measures/07f93722-1279-4be4-96d4-e1d82925628a_TL31_180-gw-dipped-i-mAOD-qualified,,538060,212160,51.791058,0.000389,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,29.38593864,same coordinate,224,1.370179711,1.65593864,1.11593864,10/1/2002,10/1/2023 0:00,22,22,,,,,,,,,,
3376,Amwell 1,http://environment.data.gov.uk/hydrology/id/measures/07f93722-1279-4be4-96d4-e1d82925628a_TL31_181-gw-dipped-i-mAOD-qualified,,538060,212160,51.791058,0.000389,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,29.38593864,same coordinate,227,1.219859345,1.73593864,0.70593864,10/1/2002,10/1/2023 0:00,22,22,,,,,,,,,,
3377,Raithby,,http://environment.data.gov.uk/hydrology/id/measures/d836c809-c260-41a5-8ed8-88dad8b64774_7_071-gw-logged-i-subdaily-mAOD-qualified,530545,384665,53.342769,-0.040611,Spilsby Sandstone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,66.3589859,no enough data,no enough data,,,,,,,,,,,,,,,,,
3378,Wythenshawe Park,,http://environment.data.gov.uk/hydrology/id/measures/f34e278a-db70-4428-912e-ad9a96b336ae_SJ89_257-gw-logged-i-subdaily-mAOD-qualified,381770,390045,53.406891,-2.275677,Triassic Sandstone,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,32.74523544,qualified,5682,1.487473766,1.81773544,1.12998544,10/1/2004,10/1/2022,19,19,No trend,-0.324631588,0.113743427,10,10/1/2005,10/1/2014,North West,3795.116632,101,0.371554543
3379,Wythenshawe,,http://environment.data.gov.uk/hydrology/id/measures/f34e278a-db70-4428-912e-ad9a96b336ae_SJ89_258-gw-logged-i-subdaily-mAOD-qualified,381768,390046,53.4069,-2.275707,Triassic Sandstone,Low productivity aquifer,Flow is virtually all through fractures and other discontinuities,32.61681366,qualified,5916,2.06779584,2.629230327,1.20318866,10/1/2004,10/1/2022,19,19,No trend,0.655340643,0.25923982,10,10/1/2007,10/1/2016,North West,3795.366991,101,0.371554543
3380,DIDMARTON 1,,http://environment.data.gov.uk/hydrology/id/measures/fb96d7c7-28ee-4ff3-957c-8ce1bcd4a339_90888236-gw-logged-i-subdaily-mAOD-qualified,382751,187419,51.585354,-2.250345,Unallocated to aquifers,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,113.6814423,same coordinate,6532,26.15119751,51.80184855,12.21858813,10/1/1975,10/1/2022 0:00,48,48,,,,,,,,,,
3381,DIDMARTON 2,,http://environment.data.gov.uk/hydrology/id/measures/fb96d7c7-28ee-4ff3-957c-8ce1bcd4a339_91488237-gw-logged-i-subdaily-mAOD-qualified,382751,187419,51.585354,-2.250345,Unallocated to aquifers,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,113.6814423,same coordinate,4410,5.651302381,10.31021313,-0.486203533,10/1/2010,10/1/2022 0:00,13,13,,,,,,,,,,
3382,Hanson Causeway North,http://environment.data.gov.uk/hydrology/id/measures/20b34c82-f532-47ea-a541-99d9f2eefa56-gw-dipped-i-mAOD-qualified,,419290,199450,51.693467,-1.722314,Oolites,Rocks with essentially no groundwater,,74.07702637,qualified,211,0.47702637,0.87702637,0.07702637,10/1/2004,10/1/2023,20,20,No trend,-0.446969697,0.148041342,7,10/1/2017,10/1/2023,Thames,129.1117254,251,0.57172082
3383,Trull House A Inferior Oolite,http://environment.data.gov.uk/hydrology/id/measures/af06d470-e485-4fd8-bf54-a824521bfc0f-gw-dipped-i-mAOD-qualified,,392855,196975,51.671495,-2.104711,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,126.1741638,same coordinate,no enough data,,,,,,,,,,,,,,,,,
3384,Alvescot Great Oolite,http://environment.data.gov.uk/hydrology/id/measures/2a777f0d-e452-4bdc-a223-e7ce1f2dd4a3-gw-dipped-i-mAOD-qualified,,427215,206345,51.755133,-1.607125,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,85.29019928,same coordinate,no enough data,,,,,,,,,,,,,,,,,
3385,Sandpool Farm Great Oolite,http://environment.data.gov.uk/hydrology/id/measures/2c611589-5acb-46f8-9f46-f1b040c6509e-gw-dipped-i-mAOD-qualified,,401215,194285,51.647354,-1.98383,Oolites,Rocks with essentially no groundwater,,88.73671722,same coordinate,no enough data,,,,,,,,,,,,,,,,,
3386,Faringdon A Upper Greensands,http://environment.data.gov.uk/hydrology/id/measures/5521cf70-7c45-4700-b884-935493fe5e13-gw-dipped-i-mAOD-qualified,,469880,134940,51.109501,-1.003165,Lower Greensand,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,136.3689117,qualified,265,32.03745887,42.1789117,24.6889117,10/1/1992,10/1/2021,30,26,Slow decreasing,10.74755892,0.145379329,30,10/1/1992,10/1/2021,Thames,208.6291719,501,1.201559258
3387,Hanson Causeway South,http://environment.data.gov.uk/hydrology/id/measures/d40f1957-fd73-42b5-b27f-3c502853546a-gw-dipped-i-mAOD-qualified,,419281,199444,51.693414,-1.722444,Oolites,Rocks with essentially no groundwater,,73.92803955,qualified,204,1.017402295,1.41803955,0.49803955,10/1/2004,10/1/2023,20,20,No trend,0.187569444,0.008320898,1,10/1/2005,10/1/2005,Thames,129.2466197,251,0.57172082
3388,Trull House B Great Oolite,http://environment.data.gov.uk/hydrology/id/measures/6baf136b-dcd9-4f8f-a056-7c46e4567656-gw-dipped-i-mAOD-qualified,,392855,196975,51.671495,-2.104711,Oolites,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,126.1741638,same coordinate,500,13.8523038,31.6141638,-0.6458362,10/1/1982,10/1/2023 0:00,42,38,,,,,,,,,,
3389,Wanborough Plain B Chalk,http://environment.data.gov.uk/hydrology/id/measures/f5878de6-68b5-4ba1-bbe2-df49b589e5a9-gw-dipped-i-mAOD-qualified,,421725,180605,51.523941,-1.688248,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,208.482193,same coordinate,no enough data,,,,,,,,,,,,,,,,,
