No,label,dipped,logged,easting,northing,lat,long,Elevation,data amount (daily sample),data amount (annual sample),obsrevation start year,obsrevation end year,obsrevation span,mean_depth,max_depth,min_depth
2482,Immingham,http://environment.data.gov.uk/hydrology/id/measures/71c2486c-22cc-46c9-8504-ba3307ae2328-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/71c2486c-22cc-46c9-8504-ba3307ae2328-gw-logged-i-subdaily-mAOD-qualified,521285,414955,53.617091,-0.167933,3.768226624,616,38,1976,2017,42,2.732642208,5.728226624,-0.031773376
2483,Kingswood,,http://environment.data.gov.uk/hydrology/id/measures/1bdfc8e5-2526-4bd4-b881-fd842325dec4-gw-logged-i-subdaily-mAOD-qualified,383595,302455,52.619602,-2.243743,151.5157013,8808,27,1997,2023,27,31.96729858,33.6472013,30.38292857
2484,Springhead Road,http://environment.data.gov.uk/hydrology/id/measures/6dec0656-ba20-42aa-80c7-0569d8091b44-gw-dipped-i-mAOD-qualified,,562371,173399,51.436318,0.334648,7.361718655,464,44,1980,2023,44,8.377796241,10.65171866,5.931718655
2485,Hellingly,http://environment.data.gov.uk/hydrology/id/measures/28ab07b8-85ba-49d0-ba29-15cfbcb922c2-gw-dipped-i-mAOD-qualified,,559960,113304,50.897063,0.273282,54.40184402,620,55,1961,2023,63,9.921279504,19.89184402,2.55184402
2486,St Lawrence Shute,http://environment.data.gov.uk/hydrology/id/measures/b652966c-bd02-4b1b-9d5b-d3c180477dfe-gw-dipped-i-mAOD-qualified,,453405,77205,50.592137,-1.246882,108.899231,351,34,1987,2020,34,24.36002872,25.059231,23.239231
2487,Lyons Farm Worthing,http://environment.data.gov.uk/hydrology/id/measures/77502bdd-2b2c-4f55-bbfc-b21a52c5e3a6-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/77502bdd-2b2c-4f55-bbfc-b21a52c5e3a6-gw-logged-i-subdaily-mAOD-qualified,515200,106130,50.843234,-0.365136,46.34690094,6141,42,1979,2023,45,41.04559101,47.94690094,31.38098427
2488,Little Haldon Hill,,http://environment.data.gov.uk/hydrology/id/measures/4daa2a47-1c05-49ac-adeb-18a8e6b6c8e6-gw-logged-i-subdaily-mAOD-qualified,291781,76125,50.574809,-3.529666,236.8435516,2836,14,2007,2021,15,34.69691487,36.4035516,32.33209327
2489,Rushmore Down,http://environment.data.gov.uk/hydrology/id/measures/3fecc548-0328-4f27-8de1-8610f98a275b-gw-dipped-i-mAOD-qualified,,435555,154645,51.28983,-1.491507,138.1730499,435,38,1986,2023,38,35.46808438,48.3030499,18.3130499
2490,Sheldwich Lees,http://environment.data.gov.uk/hydrology/id/measures/e46cab2b-e39a-411a-b1ef-e414f21b8f97-gw-dipped-i-mAOD-qualified,,601525,156165,51.268991,0.887508,83.35409546,217,21,1999,2019,21,44.38123832,45.68409546,42.91409546
2491,Hognore Farmhouse,http://environment.data.gov.uk/hydrology/id/measures/65ead2dd-0a79-4045-a7d0-8fc2e9216c0b-gw-dipped-i-mAOD-qualified,,562481,159882,51.314847,0.330054,120.0963287,602,56,1967,2022,56,25.96274066,27.0863287,23.9763287
2492,Catfield,http://environment.data.gov.uk/hydrology/id/measures/2d9ee850-dd1a-4538-b792-161396cf60a2-gw-dipped-i-mAOD-qualified,,639375,321795,52.740732,1.544749,3.76270318,207,25,1993,2023,31,2.510674194,3.57270318,0.98270318
2493,Little Dale Upton,http://environment.data.gov.uk/hydrology/id/measures/53f98cb6-3db5-4cd9-8429-afffb13c8434-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/53f98cb6-3db5-4cd9-8429-afffb13c8434-gw-logged-i-subdaily-mAOD-qualified,436449,155154,51.294351,-1.478635,112.4440613,3820,49,1969,2023,55,9.363014125,19.44489463,0.1240613
2494,West Hall Farm,http://environment.data.gov.uk/hydrology/id/measures/3cc0909d-3ad1-47d9-9de2-9a85a7e4e05b-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/3cc0909d-3ad1-47d9-9de2-9a85a7e4e05b-gw-logged-i-subdaily-mAOD-qualified,439560,562024,54.951286,-1.383856,31.12601089,13900,46,1978,2023,46,28.96434676,29.73601089,28.10792756
2495,Oak Hill,http://environment.data.gov.uk/hydrology/id/measures/57b5b660-eea4-4592-9401-cac802c08ed6-gw-dipped-i-mAOD-qualified,,586679,165523,51.358096,0.679843,18.00132751,216,21,2003,2023,21,2.289188621,6.99132751,0.28132751
2496,Old Primary School,http://environment.data.gov.uk/hydrology/id/measures/5db00059-f876-4b40-96a8-627351cc9068-gw-dipped-i-mAOD-qualified,,585796,336080,52.890053,0.760275,23.65382767,1119,65,1952,2022,71,3.07509666,6.59382767,0.35382767
2497,Gorhambury,http://environment.data.gov.uk/hydrology/id/measures/979ce358-6345-4345-bb75-8219d93ae03d-gw-dipped-i-mAOD-qualified,,511006,207646,51.756506,-0.393132,127.7131195,629,52,1961,2023,63,43.5767284,46.3931195,39.4631195
2498,Whelford Village Hall,http://environment.data.gov.uk/hydrology/id/measures/90a7e87c-9b73-4a63-9dea-93dd9b76ede4-gw-dipped-i-mAOD-qualified,,416839,198800,51.687701,-1.757804,76.9644165,217,21,2003,2023,21,0.727642306,1.2644165,0.1944165
2499,Manor Road,,http://environment.data.gov.uk/hydrology/id/measures/8f4e5d31-4ab3-4184-991e-b311cff9750a-gw-logged-i-subdaily-mAOD-qualified,630120,140520,51.117727,1.286723,40.9123764,6257,20,2002,2021,20,26.24328745,29.69908473,19.5081264
2500,Carpenters Arms Skirlaugh,http://environment.data.gov.uk/hydrology/id/measures/479b6268-c71d-400f-bca2-0293b6bd5fae-gw-dipped-i-mAOD-qualified,,514712,438877,53.833483,-0.25839,15.94976616,556,51,1972,2023,52,13.50915465,15.04976616,7.77976616
2501,Grosvenor Road,http://environment.data.gov.uk/hydrology/id/measures/3f1d21f6-410f-4236-bfa1-cc49e41d8136-gw-dipped-i-mAOD-qualified,,465311,134346,51.104699,-1.068529,148.1322479,282,38,1982,2023,42,64.30075854,72.3122479,53.7222479
2504,Whitebeams,http://environment.data.gov.uk/hydrology/id/measures/184d6639-67a7-4462-88d0-eb8c334d121b-gw-dipped-i-mAOD-qualified,,457125,119155,50.968985,-1.187827,101.3953934,305,28,1996,2023,28,57.94296717,69.0853934,47.4153934
2505,Archdeacon Newton,http://environment.data.gov.uk/hydrology/id/measures/b7803a92-8610-4cb6-9dbb-4a8672eafcc5-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b7803a92-8610-4cb6-9dbb-4a8672eafcc5-gw-logged-i-subdaily-mAOD-qualified,425288,517669,54.553624,-1.610525,60.05347443,8527,45,1969,2023,55,1.824201906,4.312266097,-0.40652557
2506,Repton Park,http://environment.data.gov.uk/hydrology/id/measures/239b6f47-e7fc-4ba4-87a2-44c4ed6dab86-gw-dipped-i-mAOD-qualified,,431325,323985,52.812495,-1.536689,114.8409348,814,50,1973,2023,51,0.219878289,1.2309348,-1.0190652
2507,Melton Bottom,http://environment.data.gov.uk/hydrology/id/measures/395bde20-bfd5-46fb-b079-c1f6eb83076e-gw-dipped-i-mAOD-qualified,,497969,427848,53.737811,-0.516203,42.97583771,386,34,1988,2023,36,23.78713046,28.39583771,16.83483771
2509,Hintons Farm,http://environment.data.gov.uk/hydrology/id/measures/0ac51090-15e6-437d-a85d-d7ef67dad1da-gw-dipped-i-mAOD-qualified,,410546,207983,51.770418,-1.848561,120.9997177,944,52,1972,2023,52,8.42974948,12.7697177,5.1697177
2510,Breach Farm Cottages,http://environment.data.gov.uk/hydrology/id/measures/c0b9d75f-808c-42a0-90fa-cca31e9c1515-gw-dipped-i-mAOD-qualified,,462817,135621,51.11644,-1.103925,133.3256531,216,33,1981,2023,43,51.68218088,56.8356531,43.0856531
2511,Pound Lane,http://environment.data.gov.uk/hydrology/id/measures/5299a5d8-0ae6-411c-a7e8-ee031b56b0d7-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/5299a5d8-0ae6-411c-a7e8-ee031b56b0d7-gw-logged-i-subdaily-mAOD-qualified,462050,120035,50.976389,-1.117547,73.05214691,3805,29,1995,2023,29,17.24990715,22.55214691,9.30214691
2512,Lady Well Lane,http://environment.data.gov.uk/hydrology/id/measures/9a254f47-05c3-45bb-9115-2a7984718259-gw-dipped-i-mAOD-qualified,,474805,378005,53.293723,-0.879178,37.06404114,293,32,1990,2022,33,35.00050872,37.84404114,30.56404114
2514,Kirton Crossroads,http://environment.data.gov.uk/hydrology/id/measures/e45e171d-e5e5-449e-beaa-d1958437ee6a-gw-dipped-i-mAOD-qualified,,627555,239058,52.003285,1.313874,23.3752861,365,37,1984,2023,40,23.94706692,24.8452861,22.9852861
2515,Mouldsworth,http://environment.data.gov.uk/hydrology/id/measures/56f59bdc-6d85-4cea-aeab-4904474f5996-gw-dipped-i-mAOD-qualified,,350545,371155,53.235101,-2.742386,52.51499557,327,35,1968,2011,44,36.21001086,39.47499557,31.62499557
2516,Brickhouse Farm,http://environment.data.gov.uk/hydrology/id/measures/0933baf4-df12-4b87-af8a-bab13cce785e-gw-dipped-i-mAOD-qualified,,568828,123806,50.988894,0.404134,55.34319305,323,47,1972,2023,52,33.76405992,35.61319305,31.97319305
2518,Pitstone Green Farm,http://environment.data.gov.uk/hydrology/id/measures/c0b95730-05b2-4a48-8bf7-90d9b1d51fbd-gw-dipped-i-mAOD-qualified,,493712,215638,51.831499,-0.641449,110.1833191,174,21,1998,2019,22,0.938146686,1.4433191,0.4833191
2519,Hill Barn Cottages,http://environment.data.gov.uk/hydrology/id/measures/f0409b75-76c6-4f55-a271-8ec794e12521-gw-dipped-i-mAOD-qualified,,403295,165405,51.387675,-1.954029,184.4878845,1425,53,1969,2023,55,31.97474766,36.6778845,21.3278845
2520,Hindolveston,http://environment.data.gov.uk/hydrology/id/measures/37f3a9df-1ea1-41b1-8e48-882fc525ea5f-gw-dipped-i-mAOD-qualified,,604500,329600,52.825103,1.033826,56.25632858,402,38,1984,2023,40,0.707696739,1.61632858,-0.25367142
2521,Boughton Lees,http://environment.data.gov.uk/hydrology/id/measures/960dc538-f991-40c5-911b-daf41b7aeeb4-gw-dipped-i-mAOD-qualified,,602363,147261,51.188733,0.894481,68.67167664,395,44,1970,2023,54,2.80967664,4.31167664,0.80167664
2522,Hopton,,http://environment.data.gov.uk/hydrology/id/measures/d5aac530-9b10-4abb-a998-fcaf6f56dd8f-gw-logged-i-subdaily-mAOD-qualified,359315,326625,52.835586,-2.605369,93.21994019,7339,25,1992,2023,32,17.99399238,23.32994019,15.93910686
2523,Hart Law,http://environment.data.gov.uk/hydrology/id/measures/6012aca4-2b53-4efa-9a3b-1d80b5af13f6-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6012aca4-2b53-4efa-9a3b-1d80b5af13f6-gw-logged-i-subdaily-mAOD-qualified,420439,606659,55.353511,-1.679193,103.2023468,7555,25,1998,2022,25,28.39887776,96.56118013,15.10068013
2524,Shotesham Common,http://environment.data.gov.uk/hydrology/id/measures/fe404ff8-bd9d-4800-9d10-2c9abd926e8d-gw-dipped-i-mAOD-qualified,,624590,299160,52.543931,1.310742,17.89951515,298,27,1995,2022,28,1.637830586,1.99951515,1.14951515
2525,Duchess Plantation,http://environment.data.gov.uk/hydrology/id/measures/fe9b5a97-5c96-4d35-b968-91cefcf5f46c-gw-dipped-i-mAOD-qualified,,458175,375245,53.271,-1.129141,88.38340759,1023,52,1970,2023,54,42.12532352,45.12340759,39.05340759
2526,Castle Eaton North,http://environment.data.gov.uk/hydrology/id/measures/ad035174-b633-4b27-994e-4a0222b67ea9-gw-dipped-i-mAOD-qualified,,414395,196255,51.664887,-1.793262,75.68082428,216,21,2003,2023,21,0.873509465,1.66082428,0.01082428
2527,Dares Brewery,http://environment.data.gov.uk/hydrology/id/measures/08ac97c9-d8f4-49ed-ac5b-271d245cf662-gw-dipped-i-mAOD-qualified,,407585,285185,52.464548,-1.889777,110.3725433,926,48,1971,2022,52,41.79607462,52.5625433,29.7525433
2528,Repton,http://environment.data.gov.uk/hydrology/id/measures/859f26a0-e734-43f5-a633-2caffe59c065-gw-dipped-i-mAOD-qualified,,430255,326405,52.83431,-1.55234,53.50531006,247,22,2002,2023,22,1.686848522,2.65531006,0.59531006
2529,Church Farm,http://environment.data.gov.uk/hydrology/id/measures/28ef4f44-5349-4383-ba12-a78540c07e3c-gw-dipped-i-mAOD-qualified,,396945,207935,51.770075,-2.045668,196.5311279,451,46,1975,2021,47,21.78021881,24.5811279,18.4511279
2530,Kinsbourne Green,http://environment.data.gov.uk/hydrology/id/measures/e07ddbc6-7158-4a47-b987-eb2b934dd257-gw-dipped-i-mAOD-qualified,,510880,216440,51.835566,-0.392148,121.1756058,479,33,1991,2023,33,21.66339286,25.6056058,16.3556058
2531,Oakley Wood,http://environment.data.gov.uk/hydrology/id/measures/70bc4789-a859-4d6c-8f9c-0b714ece328c-gw-dipped-i-mAOD-qualified,,463715,188625,51.592875,-1.081621,95.85798645,416,37,1987,2023,37,22.14817876,30.18798645,13.92798645
2532,Lowtherville School,http://environment.data.gov.uk/hydrology/id/measures/ad83be1c-1ee9-4aad-9e5f-f6d7d5d1171c-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/ad83be1c-1ee9-4aad-9e5f-f6d7d5d1171c-gw-logged-i-subdaily-mAOD-qualified,454996,78165,50.600622,-1.224265,115.4457092,1255,36,1985,2022,38,23.34487005,25.3557092,20.47116753
2533,Weavers Fields,http://environment.data.gov.uk/hydrology/id/measures/4bdc742b-d485-4f5f-a7da-a3fc05f52dba-gw-dipped-i-mAOD-qualified,,534649,182579,51.526074,-0.060421,14.53295708,489,47,1974,2023,50,45.4488671,55.52295708,38.81295708
2535,Bovingdon Green,http://environment.data.gov.uk/hydrology/id/measures/0951d99b-099f-4ef2-b8bd-0f4e06e22fa2-gw-dipped-i-mAOD-qualified,,501189,202831,51.715086,-0.536707,156.3391876,471,47,1974,2023,50,46.03795618,58.3691876,29.7491876
2537,Folkington Old Rectory,http://environment.data.gov.uk/hydrology/id/measures/a3e1a9cb-62c9-4ac5-a1b8-02215e643d78-gw-dipped-i-mAOD-qualified,,555918,103838,50.813108,0.211822,65.87890625,578,56,1964,2023,60,31.04715885,36.00890625,22.35890625
2538,Coleford,,http://environment.data.gov.uk/hydrology/id/measures/49d1eede-67cf-47bf-b641-12147a8a81e7-gw-logged-i-subdaily-mAOD-qualified,275648,101592,50.800503,-3.765972,104.6334076,4291,35,1986,2021,36,9.240575298,14.2934076,5.553199267
2539,Sunnydene Plaxton Bridge,http://environment.data.gov.uk/hydrology/id/measures/5ade1933-e36d-4436-b1d7-999db7f1a5df-gw-dipped-i-mAOD-qualified,,506461,436432,53.81327,-0.384555,1.291132808,401,36,1987,2023,37,3.424025576,7.691132808,-0.028867192
2540,Itchen Abbas,http://environment.data.gov.uk/hydrology/id/measures/e4556c68-b201-437a-8757-5329d010351e-gw-dipped-i-mAOD-qualified,,453505,133675,51.099887,-1.237237,69.81135559,263,23,2001,2023,23,19.980367,22.05135559,17.14135559
2541,Chester Road,,http://environment.data.gov.uk/hydrology/id/measures/619d93ee-1b17-4760-9431-48240a734f53-gw-logged-i-subdaily-mAOD-qualified,359840,385300,53.363025,-2.604933,25.92757416,8938,44,1968,2023,56,11.79359646,26.22757416,7.235532493
2542,Brewery Cottages,http://environment.data.gov.uk/hydrology/id/measures/8867ce18-d022-4d73-a37a-1ff88fcde402-gw-dipped-i-mAOD-qualified,,464515,169575,51.42152,-1.073553,47.17560196,922,49,1972,2023,52,5.997272242,8.24560196,3.54560196
2543,Winshill,http://environment.data.gov.uk/hydrology/id/measures/986a2338-f11a-4b4b-8085-78594f239a54-gw-dipped-i-mAOD-qualified,,427075,323175,52.805443,-1.599808,101.9042206,219,21,2002,2022,21,28.73700599,31.5742206,25.4142206
2544,Brand Green,http://environment.data.gov.uk/hydrology/id/measures/f4803586-8936-45d9-9a7c-798aed87f90f-gw-dipped-i-mAOD-qualified,,374055,228235,51.951988,-2.378916,70.72022247,684,46,1972,2019,48,35.07690376,36.52022247,32.91022247
2545,Little Budbridge,http://environment.data.gov.uk/hydrology/id/measures/6b3a76ce-9d82-4694-91b5-4bcb5758ed73-gw-dipped-i-mAOD-qualified,,453075,83865,50.652054,-1.250592,23.27742577,459,41,1983,2023,41,4.39494211,5.55742577,3.24742577
2546,Vernham Dean,http://environment.data.gov.uk/hydrology/id/measures/2f52aab6-4848-4ee9-a072-ec929e0a9ef2-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2f52aab6-4848-4ee9-a072-ec929e0a9ef2-gw-logged-i-subdaily-mAOD-qualified,434145,156558,51.307117,-1.511543,129.0571289,7044,61,1962,2023,62,25.04551603,38.66992057,1.3023789
2547,Cantley Towers,http://environment.data.gov.uk/hydrology/id/measures/122d7b7d-24f7-4de5-acc4-37784cb2515e-gw-dipped-i-mAOD-qualified,,461655,400955,53.501673,-1.071957,20.62575722,457,44,1979,2022,44,15.41656685,16.96575722,13.96575722
2548,Stoke by Clare,http://environment.data.gov.uk/hydrology/id/measures/e16efe2f-9cd4-401a-86d8-b48d6ab21b62-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e16efe2f-9cd4-401a-86d8-b48d6ab21b62-gw-logged-i-subdaily-mAOD-qualified,574611,244214,52.068761,0.546104,51.54949188,2985,26,1993,2022,30,3.681146096,5.41949188,2.23949188
2549,Peacehaven,http://environment.data.gov.uk/hydrology/id/measures/ca8c8997-020b-4bf0-8143-07b52aed0245-gw-dipped-i-mAOD-qualified,,540370,101878,50.799467,-0.009473,43.23192596,401,41,1982,2023,42,42.40237484,44.92192596,39.50192596
2550,Branston Moor,http://environment.data.gov.uk/hydrology/id/measures/287c142f-b7b8-4e03-ac34-dd1c74dc9386-gw-dipped-i-mAOD-qualified,,505445,367745,53.19633,-0.423053,17.65928459,486,41,1978,2023,46,3.828183767,16.80928459,-4.71071541
2552,Roke Farm Odiham,http://environment.data.gov.uk/hydrology/id/measures/0edbbcd4-02ca-4ec5-b3da-199906d1c66d-gw-dipped-i-mAOD-qualified,,476095,149065,51.235699,-0.911418,124.0067291,778,75,1949,2023,75,32.76129208,39.2367291,24.1367291
2553,Ditchling Road,http://environment.data.gov.uk/hydrology/id/measures/727a31d8-cb71-4b4d-8891-b928844fde84-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/727a31d8-cb71-4b4d-8891-b928844fde84-gw-logged-i-subdaily-mAOD-qualified,531495,107640,50.853335,-0.133273,133.7196045,6514,35,1978,2023,46,73.96065631,76.7646045,70.78783367
2554,Tarrant Keyneston Bridge,http://environment.data.gov.uk/hydrology/id/measures/46eece0e-e7c0-4b28-bed7-a082a8c7b78b-gw-dipped-i-mAOD-qualified,,393314,104508,50.840056,-2.096316,35.4066391,221,21,2003,2023,21,1.754376657,3.8166391,0.1166391
2555,White Sheiling,,http://environment.data.gov.uk/hydrology/id/measures/9cf00373-871f-43b7-8f4b-b1852c99b203-gw-logged-i-subdaily-mAOD-qualified,549574,154977,51.27431,0.142944,94.48511505,9954,30,1993,2022,30,4.225531624,6.309323383,0.99699005
2556,Well Cottage,http://environment.data.gov.uk/hydrology/id/measures/fcc2daee-3e90-499c-9adf-252d0b9becb4-gw-dipped-i-mAOD-qualified,,644151,268840,52.263477,1.576536,12.57736778,311,34,1983,2022,40,7.899972282,8.55736778,7.32736778
2557,Tunstall School,http://environment.data.gov.uk/hydrology/id/measures/97b7bf36-917b-4df0-ac9b-3a11ae198ea3-gw-dipped-i-mAOD-qualified,,448186,532527,54.68548,-1.254085,43.51642227,1341,46,1976,2023,48,41.59329401,43.88642227,40.09642227
2559,Harmer Hill,http://environment.data.gov.uk/hydrology/id/measures/062a9123-f17f-479d-ad55-eff945043447-gw-dipped-i-mAOD-qualified,,348995,322335,52.796144,-2.757876,106.1478729,542,43,1978,2022,45,43.43959799,44.5778729,41.8078729
2560,Corporals Belt,http://environment.data.gov.uk/hydrology/id/measures/d40b35ea-17ec-46a4-a744-6d851fe5ec86-gw-dipped-i-mAOD-qualified,,646877,261150,52.193263,1.61079,6.95780468,384,36,1987,2023,37,5.353228357,5.83780468,4.78780468
2561,Longdon on Tern,http://environment.data.gov.uk/hydrology/id/measures/5c7c3674-2933-469b-a770-f7fbb851b8ff-gw-dipped-i-mAOD-qualified,,361515,315975,52.740015,-2.571457,55.62187195,522,46,1976,2022,47,2.154649728,3.40187195,0.85187195
2562,Fleete Court Farm,http://environment.data.gov.uk/hydrology/id/measures/b72ed2c4-bcf0-4416-95d7-b35e8c008690-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b72ed2c4-bcf0-4416-95d7-b35e8c008690-gw-logged-i-subdaily-mAOD-qualified,634741,167225,51.355568,1.370117,50.09172058,3497,31,1986,2023,38,41.50868011,44.39172058,37.96172058
2564,Ashe Warren Cottages,http://environment.data.gov.uk/hydrology/id/measures/b565a674-0fcc-4427-a315-e34961bfa97a-gw-dipped-i-mAOD-qualified,,453855,151155,51.257019,-1.229624,102.1416245,667,57,1965,2023,59,10.70778642,13.7616245,4.8016245
2565,Ladies Pool,,http://environment.data.gov.uk/hydrology/id/measures/4887cd60-d2b8-4896-b959-4e4fb9afe6c1-gw-logged-i-subdaily-mAOD-qualified,388075,277965,52.399558,-2.176684,67.71150208,7924,23,1998,2020,23,2.085726903,4.677592989,0.641043747
2566,Lower Dunsforth,http://environment.data.gov.uk/hydrology/id/measures/65ddb7e5-8a27-44fd-a03f-1a3ee3da9184-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/65ddb7e5-8a27-44fd-a03f-1a3ee3da9184-gw-logged-i-subdaily-mAOD-qualified,444394,464878,54.077906,-1.322974,14.07970333,10909,52,1972,2023,52,2.456663873,3.57970333,1.02970333
2567,Upper Cranbourne,http://environment.data.gov.uk/hydrology/id/measures/b9c93153-d08c-466d-a78b-632ec9505e4d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/b9c93153-d08c-466d-a78b-632ec9505e4d-gw-logged-i-subdaily-mAOD-qualified,448650,142050,51.175621,-1.305439,81.78151703,6766,63,1959,2023,65,14.61212994,17.07151703,10.70151703
2568,Alma Cottage,http://environment.data.gov.uk/hydrology/id/measures/a1bb03b2-1433-4871-aa46-179a46ea2ec2-gw-dipped-i-mAOD-qualified,,547925,165917,51.373042,0.123858,82.47171783,399,48,1967,2023,57,28.20768274,30.01171783,21.43171783
