No,label,trend classification,aquifer,regions,Spatial heterogeneity_5km,Spatial heterogeneity_no station nearby5km,Population density_MSOA,Population density_5km circle averaged,Irrigation intensity,long-term average groundwater recharge
2937,Hook Cottages,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,116.8,102.2362882,1,1.084987031
2938,Gomeldon Seaford,No trend,Chalk,South West,,,56.1,141.0691645,51,0.756091256
2939,Leckby,No trend,Triassic Sandstone,North East,,,48.2,62.50092892,251,0.157146102
2940,Bradley,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,61,80.36270473,1,0.901393319
2943,Preston Gubbals,Slow decreasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,55,249.749839,251,0.329585158
2944,Home Farm Euston,No trend,Chalk,Anglian,,,56.4,69.98397967,5001,0.340334854
2945,Prowdes,No trend,Corallian Limestone,Southern,,,63.4,144.4230247,251,0.891943179
2947,Stirling Corner,Slow increasing,Chalk,Thames,no station nearby,homogeneous trends,648.7,2493.346151,101,0.076862655
2948,Woodhouse Farm,No trend,Chalk,North East,,,52,178.8855266,51,0.338330215
2949,Kearnsey Manor,No trend,Chalk,Southern,,,577.7,590.7416061,1001,0.959753107
2950,Standon,No trend,Unallocated to aquifers,Midlands,,,71.6,78.92747366,251,0.19711981
2951,Lower Farm Harpley,Slow decreasing,Chalk,Anglian,no station nearby,heterogeneous trends,26.5,41.13793424,1001,0.499284907
2952,Warren Farm Limestone,Slow increasing,Oolites,Anglian,heterogeneous trends,heterogeneous trends,43.2,189.5240524,751,0.204760382
2953,Bothamsall,Slow increasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,59.3,108.9256232,2501,0.327835836
2954,Mimram 3,No trend,Chalk,Thames,,,261.3,259.1612556,101,0.537833017
2955,Rottingdean,No trend,Chalk,Southern,,,1259.8,1191.19258,1,0.90256509
2956,Sandall Common Farm,Sudden upward change,Triassic Sandstone,Midlands,,,1501.6,876.4562808,2501,0.397981224
2957,Stanford Rivers,Slow increasing,Chalk,Thames,heterogeneous trends,heterogeneous trends,53.6,213.1615197,1001,0.059998618
2958,Salletts,No trend,Chalk,Anglian,,,141.4,129.5225189,1001,0.417115423
2959,Market Road Farm,No trend,Lower Greensand,South West,,,58.2,54.2114418,101,1.118917328
2960,Huntington Lane,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,1589.2,735.0215466,501,0.316466846
2961,Woodgate Lane,No trend,Chalk,Southern,,,468.6,886.4898112,1001,0.090167834
2962,Polhampton Lodge Cottage,Slow decreasing,Chalk,Southern,no station nearby,homogeneous trends,99.4,94.64806133,1,0.847669406
2963,Rats Pen Lane Carstone,No trend,Spilsby Sandstone,Anglian,,,46.6,44.41315562,751,0.318412965
2965,Mayfields,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,70.1,95.38111623,1001,0.568901081
2966,Bowling Green,No trend,Chalk,Thames,,,2064.3,1412.995338,51,0.709697682
2967,Hill Green,Slow decreasing,Lower Greensand,Thames,heterogeneous trends,heterogeneous trends,81.2,116.9231186,101,0.096105136
2968,Holme on Spalding Moor,Slow increasing,Triassic Sandstone,North East,no station nearby,heterogeneous trends,38.4,43.15208394,51,0.248129826
2969,Snettisham,Slow decreasing,Oolites,Anglian,no station nearby,homogeneous trends,120.2,114.2936181,1001,0.364483532
2970,Dale Brow,No trend,Triassic Sandstone,North West,,,147.7,796.910373,101,1.137521406
2971,Beach Farm,No trend,Chalk,Anglian,,,1130.9,455.2986714,1001,0.550182783
2972,Sheffield Forest,No trend,Corallian Limestone,Southern,,,67.5,75.74136272,1,0.916528846
2974,Forton,No trend,Unallocated to aquifers,Midlands,,,55,111.8787664,251,0.384852352
2975,Parsonage Farm North Elham,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,74.2,102.4196795,1001,0.910951886
2977,Hall Gardens,Slow decreasing,Carboniferous Limestone,Midlands,no station nearby,no station nearby,1579.3,2067.332859,1001,0.381116644
2978,Burnham on Crouch,Slow increasing,Chalk,Anglian,no station nearby,no station nearby,411.5,185.4582615,1001,0.183760561
2981,Middle Harling,No trend,Chalk,Anglian,,,51.1,56.64090788,5001,0.377230331
2982,Brick Kiln Wood,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,92.1,81.83909143,1,0.886299721
2983,The Old Vicarage,No trend,Oolites,Anglian,,,61.5,85.99711978,1001,0.435062519
2985,Sheepwash,No trend,Chalk,Thames,,,83.7,449.063915,51,0.109275939
2986,Grove Farm Slip End,No trend,Chalk,Thames,,,116.2,1141.591689,101,0.59917723
2988,Thornton Park,No trend,Unallocated to aquifers,North East,,,33,33,1,0.387944414
2989,New House Farm Chartham,No trend,Lower Greensand,Southern,,,130.2,607.0753255,1001,0.712229776
2990,Knole,No trend,Lower Greensand,Southern,,,289.9,430.1296967,1,0.749843021
2991,Glebe Cottages,No trend,Chalk,Anglian,,,111.9,299.115135,1001,0.169985896
2992,The Firs,No trend,Chalk,Thames,,,71.9,52.02707342,51,0.857694755
2993,Routh High Farm,No trend,Chalk,North East,,,61,66.91318719,51,0.044942292
2994,Furzenhall,No trend,Lower Greensand,Anglian,,,1854.8,486.0902459,251,0.291910834
2995,Low Mowthorpe,No trend,Triassic Sandstone,North East,,,20.4,23.37562043,51,0.604400832
2996,Simmonds Hole,Slow increasing,Chalk,Southern,no station nearby,homogeneous trends,224.5,339.567216,251,0.297060595
2997,Colesons Farm,No trend,Lower Greensand,Thames,,,86.6,169.9171447,501,0.096663385
2999,Red Bank,No trend,Unallocated to aquifers,North West,,,4538.2,5242.741025,1,0.630726891
3000,Bog Bridge Drift,No trend,Triassic Sandstone,North East,,,104.9,77.83103773,251,0.363084027
3001,Crowsley Lodge,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,104,602.3185342,251,0.621772957
3002,Stillingfleet,Slow increasing,Triassic Sandstone,North East,no station nearby,heterogeneous trends,108.1,127.26077,501,0.159837689
3005,Lee Common,Slow decreasing,Chalk,Thames,homogeneous trends,homogeneous trends,113.8,337.0063023,101,0.851044574
3006,Brier Holme Carr,Sudden upward change,Triassic Sandstone,Midlands,,,159.7,395.5874955,2501,0.135063404
3007,Anstey Village,No trend,Chalk,Thames,,,180.2,128.9892134,101,0.082024274
3008,Whittlesford,No trend,Chalk,Anglian,,,109,275.7659266,5001,0.179221965
3009,Sherbrooke Valley,No trend,Triassic Sandstone,Midlands,,,810.1,594.1038682,251,0.556710408
3010,Aldbury,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,193.8,293.2639536,101,0.514547001
3011,Eastfield Farm,No trend,Crag,Anglian,,,93.5,115.2855809,1001,0.048051771
3012,Rookdale,Slow increasing,Corallian Limestone,North East,no station nearby,heterogeneous trends,20.4,20.4,751,0.613265276
3013,Radford,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,6812.2,3701.440796,501,0.328102156
3014,Felsted,Slow decreasing,Chalk,Anglian,no station nearby,homogeneous trends,127.8,177.3639796,1001,0.501215813
3015,Rossall,No trend,Unallocated to aquifers,Midlands,,,55,585.7747337,251,0.576905216
3016,Thornholme Moor,Slow increasing,Chalk,North East,heterogeneous trends,heterogeneous trends,30,35.70276459,51,0.544177534
3017,Glebe Farm,No trend,Crag,Anglian,,,652.9,787.3857523,1001,0.295476805
3018,Stokehill Farm,No trend,Chalk,Southern,,,85.5,259.1194701,1,0.990828434
3019,Ludgershall,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,623.5,231.8631844,1,0.936956669
3020,Dibden,Slow decreasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,57.2,510.0047693,251,0.841869755
3022,Bostal,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,88.4,199.6105661,1,1.038104631
3023,Chitterne Down,No trend,Chalk,South West,,,28,53.27435264,51,1.086308379
3024,Cavenham Mill,No trend,Chalk,Anglian,,,98.7,108.0845586,5001,0.145554147
3025,Twinwoods,No trend,Oolites,Anglian,,,200.4,571.1306469,251,0.064337321
3026,Easinghope Farm,No trend,Triassic Sandstone,Midlands,,,103.5,78.2366578,101,0.186986129
3027,Hine Heath,No trend,Permian Sandstone,Midlands,,,56.6,61.84449336,1001,0.495279095
3029,Linton Lock,No trend,Triassic Sandstone,North East,,,50.3,53.01882548,251,0.263795252
3030,Ilden Farm,No trend,Chalk,Southern,,,91,133.5369178,1001,0.719130814
3031,Mission,No trend,Triassic Sandstone,Midlands,,,58.5,138.7355485,2501,0.257328168
3032,Hawgreen,No trend,Permian Sandstone,Midlands,,,56.6,67.53943909,1001,0.399481969
3033,Calledge drove,No trend,Chalk,Anglian,,,172,129.9470363,5001,0.284032757
3034,Mytton,No trend,Unallocated to aquifers,Midlands,,,55,100.3866792,1001,0.368597482
3035,Grumble Bottom,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,215,187.2527035,251,0.625530997
3036,Strelley,No trend,Carboniferous Limestone,Midlands,,,549.4,2618.394873,1001,0.332161362
3037,Boxiron Plantation,Slow decreasing,Chalk,Anglian,no station nearby,heterogeneous trends,56.3,53.58936558,1001,0.504151773
3039,Barford Cemetry,No trend,Lower Greensand,South West,,,45.9,47.11994147,51,0.87647762
3040,Martin Lane,Slow increasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,295.7,311.1557729,2501,0.429876701
3042,Lower Farm Buckland,Slow increasing,Chalk,Thames,homogeneous trends,homogeneous trends,46.9,80.99678692,101,0.097503821
3043,Church Lane Aldringham,No trend,Crag,Anglian,,,232.3,185.9602756,2501,0.408652739
3044,Hodnet,No trend,Permian Sandstone,Midlands,,,70.1,63.97555097,1001,0.442487473
3046,Hodnet 342,No trend,Permian Sandstone,Midlands,,,70.1,63.8308032,1001,0.442487473
3048,Hodnet 2,Sudden upward change,Permian Sandstone,Midlands,,,70.1,64.0453834,1001,0.442487473
3049,Hodnet Heath,No trend,Permian Sandstone,Midlands,,,70.1,66.96974309,1001,0.399481969
3055,Sansaw Heath,Slow decreasing,Triassic Sandstone,Midlands,heterogeneous trends,homogeneous trends,56.6,82.72360629,251,0.339342783
3062,Willerby Haggs,No trend,Chalk,North East,,,1327.6,1792.98135,51,0.060244237
3063,Willerby Haggs Drift,No trend,Oolites,North East,,,1327.6,1808.531198,51,0.060244237
3064,Kelfield Drift,No trend,Unallocated to aquifers,North East,,,108.1,93.46122428,501,0.152815749
3065,Kelfield,Slow increasing,Unallocated to aquifers,North East,no station nearby,no station nearby,108.1,93.27659752,501,0.152815749
3066,Footherley Shallow,No trend,Triassic Sandstone,Midlands,,,213.1,651.1656216,501,0.511774804
3067,Footherley Deep,No trend,Triassic Sandstone,Midlands,,,213.1,651.9742359,501,0.511774804
3077,Cliburn Town Bridge 1,No trend,Carboniferous Limestone,North West,,,22.2,30.63494726,1,1.091112167
3078,Cliburn Town Bridge 2,No trend,Carboniferous Limestone,North West,,,22.2,30.66033008,1,1.091112167
3087,Forest Camp,No trend,Triassic Sandstone,North West,,,235.2,305.0416448,1,0.751517531
3088,Nursery Bend,No trend,Triassic Sandstone,North West,,,235.2,298.6436872,1,0.874367394
3089,Abbots Moss,No trend,Triassic Sandstone,North West,,,235.2,344.1976942,1,0.751517531
3090,Nursery Track,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,235.2,391.2743329,1,0.874367394
3091,Forest Camp Gateway,No trend,Triassic Sandstone,North West,,,235.2,323.1294127,1,0.751517531
3092,Nursery Junction,No trend,Triassic Sandstone,North West,,,235.2,355.0122197,1,0.874367394
3093,Eastwick,No trend,Triassic Sandstone,Midlands,,,76,70.2076557,1,0.458808566
3103,Dalton East Top,Slow decreasing,Chalk,North East,no station nearby,homogeneous trends,35.6,49.65837374,51,0.603817532
3104,Dalton East Bottom,No trend,Chalk,North East,,,35.6,49.97519727,51,0.603817532
3106,Espley 2,No trend,Permian Sandstone,Midlands,,,70.1,64.73241376,1001,0.399481969
3107,Espley Green Lane,Slow increasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,70.1,64.81039498,1001,0.399481969
3108,Hazelwoods 1,Sudden upward change,Triassic Sandstone,North East,,,1766.3,344.4021539,51,0.134595462
3109,Hazelwoods 2,Sudden upward change,Triassic Sandstone,North East,,,1766.3,350.1839693,51,0.114607008
3112,Norton 17B,Sudden upward change,Unallocated to aquifers,Midlands,,,1422.3,1076.641264,1001,0.492785438
3113,Swynerton A,Sudden upward change,Unallocated to aquifers,Midlands,,,101.5,395.5450216,251,0.805907748
3114,Swynerton B,Sudden upward change,Unallocated to aquifers,Midlands,,,101.5,395.1607935,251,0.805907748
3115,Tholthorpe Northfield D,No trend,Triassic Sandstone,North East,,,50.3,59.85165744,251,0.218734454
3116,Tholthorpe Northfield S,No trend,Triassic Sandstone,North East,,,50.3,59.71780365,251,0.218734454
3126,Hardwicke 2,Slow decreasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,56.6,95.38871286,251,0.339342783
3127,Hardwicke,No trend,Triassic Sandstone,Midlands,,,56.6,92.75486161,251,0.339342783
3128,Great Ouseburn S,No trend,Triassic Sandstone,North East,,,55.3,62.66414837,251,0.268670237
3129,Great Ouseburn D,No trend,Triassic Sandstone,North East,,,55.3,61.93260928,251,0.268670237
3133,Greenhurst Cottages 2,Slow increasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,56.6,71.8002545,1001,0.383537413
3136,Hook House,No trend,Triassic Sandstone,North West,,,235.2,191.1858957,1,0.800556454
3137,Sandymere Plantation E,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,94.9,167.9422945,1,0.800556454
3138,Sandymere Plantation W,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,94.9,156.1065265,1,0.800556454
3139,Oak Tree Farm,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,235.2,155.2206309,1,0.627098557
3140,Water Farm,Slow decreasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,235.2,150.4449526,1,0.800556454
3141,Ottersbank Farm,Slow increasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,94.9,150.9691714,1,0.627098557
3144,Otterton 3,No trend,Unallocated to aquifers,South West,,,113,305.6741691,51,0.629125455
3145,Otterton Saline,No trend,Unallocated to aquifers,South West,,,113,273.6381836,51,0.803040648
3146,Otterton 2,No trend,Triassic Sandstone,South West,,,113,271.5716652,51,0.743923967
3149,Manton Lodge,No trend,Triassic Sandstone,Midlands,,,60.4,286.2661072,2501,0.371821324
3150,Manton Lodge deep,Slow increasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,60.4,277.5666641,2501,0.371821324
3153,East Budleigh 5,Slow decreasing,Triassic Sandstone,South West,no station nearby,heterogeneous trends,446.7,443.4362137,51,0.847534514
3158,Checkhill Bogs,Sudden upward change,Unallocated to aquifers,Midlands,,,169.3,642.7384397,1001,0.571614948
3159,Check Hill,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,169.3,925.4119573,1001,0.488525213
3172,Reigate Heath 3,Sudden upward change,Lower Greensand,Thames,,,552.2,767.35885,251,0.645860015
3173,kerne Bridge Shallow,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,57,115.0195439,501,1.086413939
3174,Kerne Bridge Deep,Sudden upward change,Unallocated to aquifers,Midlands,,,57,115.0669661,501,1.086413939
3178,New Road Shallow,No trend,Triassic Sandstone,Midlands,,,2478.4,714.2582737,1001,0.493935607
3179,New Road Deep,No trend,Triassic Sandstone,Midlands,,,2478.4,714.4617888,1001,0.493935607
3184,Lodge Bank 1,No trend,Permian Sandstone,Midlands,,,56.6,63.40568796,1001,0.471074925
3193,Rainton Drift,Slow increasing,Triassic Sandstone,North East,heterogeneous trends,heterogeneous trends,48.2,53.91510937,251,0.445628847
3196,Wilmslow Shallow,Slow increasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,77,1107.940902,101,0.323082119
3204,Sandhutton 8,No trend,Triassic Sandstone,North East,,,42.6,57.60041101,251,0.422323988
3205,Sandhutton 7,No trend,Triassic Sandstone,North East,,,42.6,57.60333639,251,0.422323988
3211,Willy Howe Drift N,Slow increasing,Chalk,North East,heterogeneous trends,homogeneous trends,30,62.65351543,51,0.710737988
3216,Lichfield 7,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,3097.1,584.4470887,251,0.433715802
3217,Lichfield 6,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,3097.1,580.1252045,251,0.433715802
3222,Shorncote,Slow increasing,Oolites,Thames,heterogeneous trends,homogeneous trends,92.6,178.703064,251,0.334856165
3240,Peterchurch Shallow,Slow decreasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,21.9,26.08389051,501,1.208468209
3241,Peterchurch Deep,No trend,Unallocated to aquifers,Midlands,,,21.9,26.0777338,501,1.208468209
3247,Studforth Drift,No trend,Triassic Sandstone,North East,,,48.2,64.38352399,251,0.27974912
3248,Studforth,No trend,Triassic Sandstone,North East,,,48.2,64.27088922,251,0.27974912
3249,Pikers Lane A,No trend,Unallocated to aquifers,Midlands,,,426,1531.037819,501,0.483687376
3250,Pikers Lane C,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,426,1692.900419,501,0.483687376
3251,Pikers Lane B,No trend,Unallocated to aquifers,Midlands,,,426,1526.705635,501,0.483687376
3252,Cottam Shallow,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,59.3,65.22060681,1001,0.180889826
3253,Cottam Deep,Slow increasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,59.3,65.20291735,1001,0.180889826
3254,Old River Bed 24,No trend,Permian Sandstone,Midlands,,,55,982.2182656,251,0.47688671
3255,Old River Bed,No trend,Permian Sandstone,Midlands,,,55,978.7687638,251,0.47688671
3262,Norton,No trend,Triassic Sandstone,North West,,,442.6,907.4746357,101,0.572829449
3263,Norton 4,Slow increasing,Triassic Sandstone,North West,no station nearby,heterogeneous trends,442.6,968.2346984,101,0.572829449
3271,Exminster Marshes 1,No trend,Permian Sandstone,South West,,,118.3,1257.980131,51,0.879458293
3272,Exminster Marshes 1A,No trend,Permian Sandstone,South West,,,118.3,1258.367018,51,0.879458293
3277,Alfington 2,No trend,Triassic Sandstone,South West,,,80.5,145.7939955,51,0.313075697
3278,Alfington 1,Slow decreasing,Triassic Sandstone,South West,no station nearby,homogeneous trends,80.5,149.7567574,51,0.294358774
3286,Lin Can Moss D,Sudden upward change,Triassic Sandstone,Midlands,,,55,62.99414751,251,0.7247145
3287,Windyoak 3,No trend,Permian Sandstone,Midlands,,,110.7,74.07116408,1001,0.46240201
3288,Windyoak 4,Slow increasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,110.7,74.83468938,1001,0.376434079
